Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=2_1&wait=4000,008f,d008f,t008f,m008f
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=2_2&wait=4000,008g,d008g,t008g,m008g
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=2_3&wait=4000,008h,d008h,t008h,m008h
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=3_1&wait=4000,008i,d008i,t008i,m008i
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=3_2&wait=4000,008j,d008j,t008j,m008j
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=3_3&wait=4000,008k,d008k,t008k,m008k
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=4_1&wait=4000,008l,d008l,t008l,m008l
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=4_2&wait=4000,008m,d008m,t008m,m008m
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=4_3&wait=4000,008n,d008n,t008n,m008n
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=5_1&wait=4000,008o,d008o,t008o,m008o
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/about-treatment/treatment-free-remission/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&quiz=5_2&wait=4000,008p,d008p,t008p,m008p
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/side-effects/safety-side-effects/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,009,d009,t009,m009
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/cost-copay-card/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,010,d010,t010,m010
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/faq/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,011,d011,t011,m011
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/faq/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&accordion=1&wait=4000,011a,d011a,t011a,m011a
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/patient-support-register/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,012,d012,t012,m012
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/download-helpful-materials/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,013,d013,t013,m013
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/patient-stories/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,014,d014,t014,m014
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/patient-support2/glossary/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,015,d015,t015,m015
,/_sites/Tasigna/tasigna.edit.stage.calypso.novartis.episerverhosting.com/sitemap/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,016,d016,t016,m016
