Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename,notes
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/index.html?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,000,d000,DNT,m000,Homepage
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/belinda-clinical-trial/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,1600,d1600,t1600,m1600
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/bianca/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,1700,d1700,t1700,m1700
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/sickle-cell-solace-kids/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,1800,d1800,t1800,m1800
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/sickle-cell-spartan/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,1900,d1900,t1900,m1900
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/sickle-cell-stand/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,2000,d2000,t2000,m2000
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/tadpole-g/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,2001,d2001,t2001,m2001
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/tadpole-g/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000&ed=1&sectionDropdown=1,2002,d2002,t2002,m2002
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/tadpole-g/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000&ed=1&menu=0,2003,d2003,t2003,m2003
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/sickle-cell-steadfast/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,2100,d2100,t2100,m2100
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/sickle-cell-steadfast/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000&ed=1&sectionDropdown=1,2101,d1901,t2101,m2101
,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/sickle-cell-steadfast/?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000&ed=1&menu=0,2102,d2102,t2102,m2102


,/_sites/Trials-Novartis-Oncology/trials-prod.stage.calypso.novartis.episerverhosting.com/Melanoma-MOD-video//?ed=1&call=jQuery.getScript(%27http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss-unbranded.js%27)&wait=3000,2200,d2200,t2200,m2200






