Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename
,"/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/about-treatment/treatment-with-tafinlar-mekinist/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&call=jQuery%28""%23onco-image-block-132194%20.desktopImg""%29.attr%28""src""%2C""%2Fscreenshotassets%2Ftaf-mek-adjuvant%2Fmoa%2Fframe1.png""%29&wait=6000",5,d005,t005,m005
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/about-treatment/clinical-trial-results/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,6,d006,t006,m006
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/about-treatment/clinical-trial-results/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&tabs=2&wait=6000,006a,d006a,t006a,m006a
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/about-treatment/clinical-trial-results/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&tabs=2&tooltip=1&wait=6000,006b,d006b,t006b,m006b
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/about-treatment/dosing-and-administration/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,7,d007,t007,m007
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/about-treatment/dosing-and-administration/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&tabs=2&&wait=6000,007a,d007a,t007a,m007a
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/side-effects/understanding-side-effects/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,8,d008,t008,m008
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/cost-support/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,9,d009,t009,m009
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/frequently-asked-questions/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,10,d010,t010,m010
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/frequently-asked-questions/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&accordion=1&wait=6000,010a,d010a,t010a,m010a
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/advocacy-support-groups/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,11,d011,t011,m011
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/caregiver-support/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,12,d012,t012,m012
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/patient-resources/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,13,d013,t013,m013
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/patient-support/patient-stories/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,14,d014,t014,m014
,/_sites/Tafinlar-Mekinist/www.us.tafinlarmekinist.com/advanced-melanoma/sitemap/index.html?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=6000,15,d015,t015,m015
