Host,Path,Prefix,Desktop Filename,Tablet Filename,Mobile Filename
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/about-treatment/stay-on-track/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,012,d012,t012,m012
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/about-treatment/stay-on-track/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&accordion=1&wait=4000,012a,d012a,t012a,m012a
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/about-treatment/treatment-monitoring/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,013,d013,t013,m013
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/side-effects/side-effects/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,014,d014,t014,m014
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/side-effects/side-effect-management/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,015,d015,t015,m015
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/side-effects/side-effect-management/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&accordion=1&wait=4000,015a,d015a,t015a,m015a
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/financial-assistance/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,016,d016,t016,m016
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/frequently-asked-questions/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,017,d017,t017,m017
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/frequently-asked-questions/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&accordion=1&wait=4000,017a,d017a,t017a,m017a
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/managing-day-to-day/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,018,d018,t018,m018
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/talk-with-your-health-care-team/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,019,d019,t019,m019
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/download-helpful-materials/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,020,d020,t020,m020
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/patient-support/care-for-caregivers/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,021,d021,t021,m021
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/sitemap/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000,022,d022,t022,m022
,/_sites/Votrient/votrient.edit.stage.calypso.novartis.episerverhosting.com/metastatic-renal-cell-carcinoma/?ed=1&call=jQuery.getScript('http://novartis-episerver-cobq-master-novartis.kinetiq.network/_sites/ss.js')&wait=4000&headerAccordion=1,023,DNT,DNT,m023
